city,district,voivodeship,localization_y,localization_x,area,sewers,shape,road,fence,water,electricity,gas,price
Tychy,Wilkowyje,œl¹skie,50.14863522,18.93294979,752,,,utwardzana,brak,,,,142880
Lêdziny,bieruñsko-lêdziñski,œl¹skie,50.12000334,19.10684042,1058,,,,brak,,,,158700
Jeziórko,piaseczyñski,mazowieckie,51.986054,21.069367,929,,,,siatka,,,,159000
Nowa Wola,piaseczyñski,mazowieckie,52.095771,20.960537,1100,,,,,,,,297000
Sulêczyno,kartuski,pomorskie,54.235485388675,17.7664946187438,1489,,,,,,,,135000
Warszawa,Zawady,mazowieckie,52.17194444,21.10777778,7362,,,asfaltowa,brak,,,,2500000
G³ogoczów,myœlenicki,ma³opolskie,49.895398,19.876229,1249,miejska,,asfaltowa,,,,,135000
Konstantów,warszawski zachodni,mazowieckie,52.168255,20.58828,1500,,,,,,,,150000
Stargard,stargardzki,zachodniopomorskie,53.335571,15.045049,440,,,asfaltowa,siatka,,,,215000
Warszawa,mazowieckie,,52.24053,21.034167,8016,,,asfaltowa,,,,,5760700
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,5000,,,utwardzana,inne,,,,875000
Szczyglice,krakowski,ma³opolskie,50.092258,19.818393,2000,miejska,,,brak,,,,500000
Kraków,Bie¿anów,ma³opolskie,50.01666667,20.03833333,743,miejska,,asfaltowa,,,,,186000
Tuchomie,bytowski,pomorskie,54.113112,17.336547,1477,,,utwardzana,brak,,,,62034
Marysin,piaseczyñski,mazowieckie,52.066698,20.874557,1000,,,,,,,,269000
Lubañ,lubañski,dolnoœl¹skie,51.122074,15.292621,1458,,,asfaltowa,inne,,,,1450000
Opacz Ma³a,pruszkowski,mazowieckie,52.16811,20.905578,1035,miejska,,,brak,,,,690000
Kraków,Tonie,ma³opolskie,50.11277778,19.89777778,3994,,,,brak,,,,1520000
Kocza³a,cz³uchowski,pomorskie,53.9102883351499,17.0698254570934,7171,,,asfaltowa,brak,,,,140000
Kostkowo,wejherowski,pomorskie,54.6702168404911,18.0394043244672,1238,,,,,,,,123800
Wilczopole,lubelski,lubelskie,51.169271,22.620537,1444,,,asfaltowa,brak,,,,144400
Koœcielisko,tatrzañski,ma³opolskie,49.29076,19.888786,723,szambo,,,brak,w³asne ujêcie/studnia,,,1012200
Zambski Koœcielne,pu³tuski,mazowieckie,52.75608,21.21671,1000,,,utwardzana,drewniane,,,,90000
¯elistrzewo,pucki,pomorskie,54.6849296853208,18.4269650012252,961,,,,,,,,130000
Kamionka,¿yrardowski,mazowieckie,51.984275,20.590383,1364,brak,,,brak,,,brak,82000
Szczêsne,grodziski,mazowieckie,52.082999,20.65161,6252,miejska,,,brak,,,,669000
¯elechów,grodziski,mazowieckie,52.01406,20.731746,2256,brak,,,brak,,,brak,225600
Korabiewice,¿yrardowski,mazowieckie,51.954015,20.419869,6500,brak,,,,,,brak,617500
Bia³ystok,Zawady,podlaskie,53.16388889,23.11166667,1096,,,asfaltowa,brak,,,,215000
Wólka Kozodawska,piaseczyñski,mazowieckie,52.048646,21.012297,1058,,,utwardzana,siatka,,,,310000
Wólka Kozodawska,piaseczyñski,mazowieckie,52.048646,21.012297,1100,,,asfaltowa,brak,,,,310000
Baranów,grodziski,mazowieckie,52.12343,20.474942,3096,brak,,,brak,,,brak,111456
Stobno,policki,zachodniopomorskie,53.4134,14.432859,754,,,,,,,,160000
Parlino,stargardzki,zachodniopomorskie,53.454012,15.063073,964,,,asfaltowa,,,,,30000
Parlino,stargardzki,zachodniopomorskie,53.454012,15.063073,1012,,,asfaltowa,,,,,30000
Poznañ,wielkopolskie,,52.404581,16.948905,2498,,,,,,,,750000
Bia³ystok,Wygoda,podlaskie,53.14666667,23.19361111,290,,,asfaltowa,siatka,,,,149000
Smo³dzino,s³upski,pomorskie,54.661489,17.217687,980,,,,,,,,119000
Boles³awice,s³upski,pomorskie,54.4432262229046,16.9528374488781,1244,miejska,,,,,,,149280
Mas³omi¹ca,krakowski,ma³opolskie,50.161604,20.003071,1000,miejska,,,brak,,,,175000
Wieliczka,wielicki,ma³opolskie,49.986084,20.065118,1500,miejska,,asfaltowa,,,,,170000
Kraków,Lubocza,ma³opolskie,50.09555556,20.0875,4200,,,asfaltowa,brak,,,,840000
Horbów-Kolonia,bialski,lubelskie,52.029687,23.321758,10000,,,,,,,,95000
Lublin,S³awinek,lubelskie,51.25694444,22.51972222,996,,,,,,,,249000
Wilków,krakowski,ma³opolskie,50.179409,20.115777,3000,,,asfaltowa,,,,,225000
Chorowice,krakowski,ma³opolskie,49.95249,19.868269,1548,brak,,utwardzana,brak,,,,200000
Nekielka,wrzesiñski,wielkopolskie,52.396948,17.381582,2700,,,asfaltowa,brak,,,,240300
Gdynia,Kamienna Góra,pomorskie,54.5094606361493,18.5505577916269,469,,,asfaltowa,siatka,,,,1850000
Wieliczka,wielicki,ma³opolskie,49.986084,20.065118,1000,miejska,,,brak,,,,135000
Cholerzyn,krakowski,ma³opolskie,50.058603,19.773954,3400,miejska,,asfaltowa,metalowe,,,,480000
PrzeŸmierowo,poznañski,wielkopolskie,52.424521,16.788289,2800,,,asfaltowa,siatka,,,,700000
Kraków,Podgórze,ma³opolskie,50.04527778,19.95555556,7100,miejska,,asfaltowa,,,,,2840000
Tr¹bki,wielicki,ma³opolskie,49.962661,20.148591,1008,,,,,,,,100000
Bia³a Podlaska,lubelskie,,52.028689,23.125656,2339,,,asfaltowa,drewniane,,,,89000
Kraków,Che³m,ma³opolskie,50.06861111,19.85138889,5477,miejska,,asfaltowa,,,,,5477000
B³onie,warszawski zachodni,mazowieckie,52.195428,20.616312,1200,,,asfaltowa,,,,,360000
Odrano-Wola,grodziski,mazowieckie,52.09113,20.642104,1500,,,asfaltowa,,,,,260000
Zielonki,krakowski,ma³opolskie,50.124158,19.922056,1540,brak,,,brak,,,,493000
¯ukówka,warszawski zachodni,mazowieckie,52.167995,20.633972,599,,,,brak,,,,80000
Ko³czyg³owy,bytowski,pomorskie,54.239305,17.229818,3900,,,asfaltowa,brak,,,,117000
¯elechów,grodziski,mazowieckie,52.01406,20.731746,6764,,,asfaltowa,brak,,,,1285160
Zemborzyce Podleœne,lubelski,lubelskie,51.184976,22.493397,3261,,,asfaltowa,brak,,,,200000
Pêkowice,krakowski,ma³opolskie,50.125101,19.903407,2900,miejska,,,,,,,950000
¯ukówka,warszawski zachodni,mazowieckie,52.167995,20.633972,1340,,,asfaltowa,brak,,,,165000
D³uga Szlachecka,miñski,mazowieckie,,,2000,,,,,,,,349000
Komorniki,poznañski,wielkopolskie,52.335474,16.809687,1466,,,,brak,,,,439800
Marki,wo³omiñski,mazowieckie,52.321295,21.10589,1050,,,asfaltowa,brak,,,,420000
Marki,wo³omiñski,mazowieckie,52.321295,21.10589,1050,,,asfaltowa,brak,,,,472500
Warszawa,Wilanów,mazowieckie,,,1200,,,,,,,,900000
Micha³ów,wo³omiñski,mazowieckie,52.41743,21.311041,36800,,,utwardzana,brak,,,,1398400
Falenty Nowe,pruszkowski,mazowieckie,,,40000,,,,,,,,10000000
Konstancin-Jeziorna,piaseczyñski,mazowieckie,,,2889,,,asfaltowa,siatka,,,,2020000
Konstancin-Jeziorna,piaseczyñski,mazowieckie,,,3299,,,asfaltowa,siatka,,,,2207000
Jutrzenka,bytowski,pomorskie,54.205134,17.331567,4340,,,asfaltowa,drewniane,,,,75000
Szteklin,starogardzki,pomorskie,53.896177,18.423586,6500,,,,,,,,99000
Kraków,Grêba³ów,ma³opolskie,50.0975,20.07388889,702,miejska,,,,,,,210000
Lêdziny,bieruñsko-lêdziñski,œl¹skie,,,1250,miejska,,,,,,,112500
Pêpice,kielecki,œwiêtokrzyskie,50.972731,20.501109,1238,brak,,,brak,,,brak,79000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,2239,miejska,,,inne,,,,580000
Rzeszów,Budziwój,podkarpackie,49.966703847064,21.9979622727748,2972,,,,brak,,,,386000
Warszawa,Radoœæ,mazowieckie,52.1804507350589,21.2310027266581,1765,miejska,,asfaltowa,,,,,1020000
Warszawa,Bia³o³êka,mazowieckie,52.3563641062043,21.0653224689577,1200,szambo,,,,,,brak,620000
Biedrusko,poznañski,wielkopolskie,52.538319,16.9412,278,miejska,,,brak,,,,150000
Golêczewo,poznañski,wielkopolskie,52.541103,16.823477,3300,brak,,,brak,,,,396000
Janikowo,poznañski,wielkopolskie,52.443306,17.033196,1165,brak,,,brak,,,,203875
Swarzêdz,poznañski,wielkopolskie,52.407595,17.073506,250,miejska,,,,,,brak,280000
Rabowice,poznañski,wielkopolskie,,,3700,,,,siatka,,,,2000000
Napachanie,poznañski,wielkopolskie,52.486035,16.724827,2020,,,,,,,,185000
Legnica,dolnoœl¹skie,,51.20969,16.175126,1759,miejska,,asfaltowa,brak,,,,79000
Gniewomirowice,legnicki,dolnoœl¹skie,51.229549,16.078063,1000,brak,,utwardzana,,,,,75000
Ryczówek,olkuski,ma³opolskie,50.389655,19.561616,5054,szambo,,asfaltowa,brak,,,,155000
Warszawa,Wawer,mazowieckie,52.21944444,21.13555556,3582,,,,,,,,4298400
Cyganka,miñski,mazowieckie,52.225336,21.494375,3142,,,,brak,,,,179000
Koby³ka,wo³omiñski,mazowieckie,52.333753,21.206711,1076,miejska,,utwardzana,brak,,,,610000
Kowalówka,lubaczowski,podkarpackie,50.278644,23.164759,2500,,,asfaltowa,,,,,84000
Zakopane,tatrzañski,ma³opolskie,49.296306,19.94747,886,,,utwardzana,,,,,920000
Potasznia,milicki,dolnoœl¹skie,51.540377,17.457587,2100,,,,brak,,,,59000
Mielno,koszaliñski,zachodniopomorskie,54.263361,16.067216,65061,,,asfaltowa,,,,,14000000
Dziechciniec,otwocki,mazowieckie,52.149051,21.354013,1300,,,asfaltowa,brak,,,,170000
Zasañ,myœlenicki,ma³opolskie,49.825543,20.058829,600,,,utwardzana,brak,,,,45000
Bia³ystok,Dojlidy Górne,podlaskie,53.09527778,23.20888889,850,,,,brak,,,,199000
Œwiête,stargardzki,zachodniopomorskie,53.316282,15.102886,14900,,,utwardzana,,,,,320000
Mierzyn,policki,zachodniopomorskie,53.429123,14.465905,600,,,,brak,,,,80000
Konstancin-Jeziorna,piaseczyñski,mazowieckie,52.092927,21.119394,1204,,,utwardzana,brak,,,,421400
Konstancin-Jeziorna,piaseczyñski,mazowieckie,52.092927,21.119394,1203,,,utwardzana,brak,,,,421050
Obory,piaseczyñski,mazowieckie,52.081179,21.147649,1820,,,utwardzana,brak,,,,635000
Œwi¹tniki Górne,krakowski,ma³opolskie,49.9380858261943,19.9447234810799,4700,,,asfaltowa,,,,,895000
Wójtowo,olsztyñski,warmiñsko-mazurskie,53.790250291382,20.611496358227,1357,,,,,,,,108560
Mor¹g,ostródzki,warmiñsko-mazurskie,53.917362,19.928654,728,,,,brak,,,brak,52416
Franklinów,ostrowski,wielkopolskie,51.693603,17.814655,640,,,asfaltowa,brak,,,,51200
Lewkowiec,ostrowski,wielkopolskie,51.687134,17.799492,1267,,,utwardzana,brak,,,,89000
Marki,wo³omiñski,mazowieckie,52.321295,21.10589,3400,,,,,,,,1746138
Go³awice Pierwsze,nowodworski,mazowieckie,52.509307,20.688152,3000,,,,siatka,,,,500000
Tychy,Cielmice,œl¹skie,50.08888889,19.01805556,2530,,,,inne,,,,354200
Jaktorów,grodziski,mazowieckie,52.083414,20.54622,3000,,,,,,,,310000
Bosutów,krakowski,ma³opolskie,50.124654,19.995751,3000,,,,,,,,655000
Bia³y Dunajec,tatrzañski,ma³opolskie,49.378402,20.013303,2100,,,,brak,,,,699000
Ostrzeszewo,olsztyñski,warmiñsko-mazurskie,53.767137,20.540916,1404,,,,brak,,,,239000
Katowice,Panewniki,œl¹skie,50.23055556,18.95222222,2950,,,,brak,,,,980000
Bielawa,piaseczyñski,mazowieckie,52.108295,21.131379,848,,,asfaltowa,brak,,,,440960
Ponikiew Wielka,makowski,mazowieckie,52.921977,21.299537,6200,,,asfaltowa,siatka,,,,750000
Borowina,piaseczyñski,mazowieckie,52.052947,21.113157,2136,,,asfaltowa,siatka,,,,641000
Wola ¯yrowska,grójecki,mazowieckie,51.898264,20.976689,1500,,,utwardzana,brak,,,,105000
Kraków,Dêbniki,ma³opolskie,49.9988465322898,19.8708580753294,1159,,,utwardzana,brak,,,,340000
Koby³ka,wo³omiñski,mazowieckie,52.3416307504229,21.1837549137303,1240,,,asfaltowa,betonowe,,,,400000
Ostrzyca,goleniowski,zachodniopomorskie,53.610621,15.183778,5100,,,asfaltowa,drewniane,,,,65000
Lusina,krakowski,ma³opolskie,49.970029,19.930951,700,brak,,asfaltowa,brak,,,,285000
Pod³êcze,piaseczyñski,mazowieckie,52.032101,21.212727,3800,,,asfaltowa,,,,,130000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,1655,,,,brak,,,,413750
Sobolewo,bia³ostocki,podlaskie,53.111726,23.280212,1080,,,,brak,,,,108000
Dzikie,bia³ostocki,podlaskie,53.177982,23.010855,1159,,,,brak,,,,225000
Sadowie,krakowski,ma³opolskie,50.179424,20.068941,1000,,,asfaltowa,brak,,,,150000
Micha³owice,krakowski,ma³opolskie,50.165362,19.980525,1200,brak,,,brak,,,,290000
Lublin,Konstantynów,lubelskie,51.24277778,22.49722222,1191,,,asfaltowa,,,,,470594
Stara Wieœ,pruszkowski,mazowieckie,52.081781,20.770755,2200,,,utwardzana,brak,,,,660000
Bibice,krakowski,ma³opolskie,50.126048,19.955884,5500,miejska,,,,,,,1320000
Bibice,krakowski,ma³opolskie,50.126048,19.955884,1130,miejska,,,,,,,271200
Zagórzyce Dworskie,krakowski,ma³opolskie,50.180836,20.042538,1500,brak,,,brak,,,,180000
Bartoszylas,koœcierski,pomorskie,53.991117,18.104252,1612,,,,brak,,,,67000
Dunajki,koœcierski,pomorskie,53.996716,17.732353,1260,,,,,,,,59000
Grzegorzewice,grodziski,mazowieckie,51.964404,20.648492,6443,,,utwardzana,,,,,450000
Wi¹zowna,otwocki,mazowieckie,52.173597,21.295024,888.75,,,,,,,,285000
Otwock,otwocki,mazowieckie,52.110344,21.266142,2640,,,,,,,,538000
Przodkowo,kartuski,pomorskie,54.377871,18.289209,1208,,,utwardzana,brak,,,,135000
Kraków,Tonie,ma³opolskie,50.11277778,19.89777778,1300,szambo,,,,,,,370000
Wilcza Góra,piaseczyñski,mazowieckie,52.069547,20.945693,1052,,,utwardzana,brak,,,,250000
Gdañsk,pomorskie,,54.2763216005595,18.6342698228598,991,,,utwardzana,brak,,,,325000
Burów,krakowski,ma³opolskie,50.094144,19.771499,1864,,,,,,,,370000
D³uga Szlachecka,miñski,mazowieckie,52.250761,21.333867,1000,,,,,,,,177000
Gdañsk,£ostowice,pomorskie,54.315169738889,18.5912682761388,746,,,utwardzana,,,,,471500
Sulêczyno,kartuski,pomorskie,54.23257,17.774901,6006,,,,,,,,149000
M³odziejowice,krakowski,ma³opolskie,50.142367,19.993406,1250,,,,brak,,,,199000
S³omczyn,piaseczyñski,mazowieckie,52.060892,21.157053,1600,,,,,,,,320000
Stanis³awów Pierwszy,legionowski,mazowieckie,52.3873065802007,21.053933229935,1517,,,asfaltowa,murowane,,,,359000
Kolonia Zawada,tomaszowski,³ódzkie,51.522096,19.957404,1400,,,,,,,,84000
Jagatowo,gdañski,pomorskie,54.2182883398588,18.540358568632,23546,,,,,,,,1800000
Dêbica,dêbicki,podkarpackie,50.050000000000004,21.41667,794,,,utwardzana,brak,,,,71500
Stobierna,rzeszowski,podkarpackie,50.141952,22.072463,1500,miejska,,asfaltowa,brak,,,,125000
Machowa,dêbicki,podkarpackie,50.015907,21.206051,1822,,,utwardzana,brak,,,,45550
Kobylarnia,bydgoski,kujawsko-pomorskie,53.015706,17.99836,1354,,,,,,,,100000
Kobylarnia,bydgoski,kujawsko-pomorskie,53.015706,17.99836,1661,,,,,,,,111000
Szymanów,piaseczyñski,mazowieckie,52.043139,21.123466,1800,miejska,,asfaltowa,siatka,,,,297000
K¹ty-Mi¹ski,wo³omiñski,mazowieckie,52.3732,21.5759,1750,szambo,,asfaltowa,brak,w³asne ujêcie/studnia,,brak,65000
Wê¿yk,grodziski,mazowieckie,52.031834,20.61911,2000,,,,brak,,,,150000
Okole,starogardzki,pomorskie,54.034428,18.553675,3216,,,,brak,,,,176880
Radziejewo,starogardzki,pomorskie,53.915666,18.404039,3064,,,utwardzana,brak,,,,79000
Jab³onna,legionowski,mazowieckie,52.374788,20.926022,1000,,,utwardzana,,,,,430000
Brzozów,brzozowski,podkarpackie,49.694649,22.019784,921,,,asfaltowa,,,,,47000
Dygowo,ko³obrzeski,zachodniopomorskie,54.131126,15.721067,1501,miejska,,utwardzana,brak,,,brak,117078
Budzistowo,ko³obrzeski,zachodniopomorskie,54.1458944489596,15.5847086489659,1519,,,utwardzana,brak,,,,265000
Robuñ,ko³obrzeski,zachodniopomorskie,54.00994,15.72703,2043,,,,,,,,60000
Gorawino,ko³obrzeski,zachodniopomorskie,53.996223,15.494549,1201,,,,,,,,120100
Gorawino,ko³obrzeski,zachodniopomorskie,53.996223,15.494549,1202,,,,,,,,120200
Karlino,bia³ogardzki,zachodniopomorskie,54.038926,15.880655,1201,miejska,,utwardzana,,,,,119000
Ustronie Morskie,ko³obrzeski,zachodniopomorskie,54.2123458847773,15.752011835258,22546,miejska,,utwardzana,siatka,,,,7500000
Niekanin,ko³obrzeski,zachodniopomorskie,54.148749,15.621625,3602,miejska,,,,,,,288160
Œmiechów,koszaliñski,zachodniopomorskie,54.212957,15.888629,2810,,,,,,,,115000
Biesiekierz,koszaliñski,zachodniopomorskie,54.133798,16.039252,822,,,asfaltowa,brak,,,,41000
Stare Bielice,koszaliñski,zachodniopomorskie,54.1749,16.119147,1173,,,,brak,,,,75380
Stare Bielice,koszaliñski,zachodniopomorskie,54.1749,16.119147,1165,,,,brak,,,,74900
Stare Bielice,koszaliñski,zachodniopomorskie,54.1749,16.119147,1156,,,,brak,,,,74360
Stare Bielice,koszaliñski,zachodniopomorskie,54.1749,16.119147,1071,,,,brak,,,,69260
Stare Bielice,koszaliñski,zachodniopomorskie,54.1749,16.119147,1148,,,,brak,,,,73880
Wejsuny,piski,warmiñsko-mazurskie,53.686709,21.621923,816,,,asfaltowa,brak,,,brak,81600
Konstancin-Jeziorna,piaseczyñski,mazowieckie,52.092927,21.119394,3000,,,utwardzana,brak,,,,600000
Stryszawa,suski,ma³opolskie,49.71268,19.52291,4895,,,,,,,,195000
Wilcza Góra,piaseczyñski,mazowieckie,52.069547,20.945693,1225,,,utwardzana,,,,,281500
Wi¹zowna,otwocki,mazowieckie,52.173597,21.295024,1300,miejska,,,,,,,379000
Warszawa,Wawer,mazowieckie,52.21944444,21.13555556,2000,,,asfaltowa,,,,,1300000
Marki,wo³omiñski,mazowieckie,52.321295,21.10589,1420,miejska,,,murowane,,,,990000
Stasiopole,wo³omiñski,mazowieckie,52.516018,21.197826,825,,,,,,,,105000
M³yniec Drugi,toruñski,kujawsko-pomorskie,53.065034,18.819729,2352,,,,brak,,,,149000
Ciechocinek,aleksandrowski,kujawsko-pomorskie,52.880058,18.793141,750,,,asfaltowa,brak,,,,95000
Rzeszów,Budziwój,podkarpackie,49.96694444,21.985,2871,,,,brak,,,,489000
Szymankowszczyzna,miñski,mazowieckie,52.242311,21.57965,10532,brak,,,brak,,,brak,300000
Halinów,miñski,mazowieckie,52.223967,21.357755,716,,,,,,,,145000
Krasnobród,zamojski,lubelskie,50.544077,23.213433,5900,,,asfaltowa,brak,,,,189000
Lublin,Szerokie,lubelskie,51.2630700150927,22.4770273999018,2347,,,asfaltowa,brak,,,,398000
Niedrzwica Koœcielna,lubelski,lubelskie,51.0816141591784,22.3645806092778,2520,,,,,,,,230000
Opacz,piaseczyñski,mazowieckie,52.104686,21.165993,2941,,,asfaltowa,,,,,269000
Dziuplina,o³awski,dolnoœl¹skie,51.065598,17.337224,3747,,,,brak,,,,299000
Wola Batorska,wielicki,ma³opolskie,50.0526,20.2662,12800,,,utwardzana,brak,,,,256000
Goœcieradz,bydgoski,kujawsko-pomorskie,,,1501,,,,brak,,,,120000
Goœcieradz,bydgoski,kujawsko-pomorskie,,,1573,,,,brak,,,,120000
Lipków,warszawski zachodni,mazowieckie,52.2761190436988,20.8128570659596,1509,,,asfaltowa,,,,,925000
Nabyszyce,ostrowski,wielkopolskie,51.626456,17.642591,1800,,,asfaltowa,brak,,,,149000
Warszawa,Bia³o³êka,mazowieckie,52.31861111,21.03222222,1800,,,asfaltowa,,,,,1800000
Budy £añcuckie,³añcucki,podkarpackie,50.120029,22.414198,4700,miejska,,asfaltowa,,,,,79000
Kote¿e,starogardzki,pomorskie,53.9251937738572,18.4956988047372,6600,,,asfaltowa,murowane,,,,649000
Polkowice,polkowicki,dolnoœl¹skie,51.503407,16.070296,1050,,,utwardzana,brak,,,,94500
Nieporêt,legionowski,mazowieckie,52.42796,21.033935,1300,,,utwardzana,,,,,490000
Micha³ów-Grabina,legionowski,mazowieckie,52.366031,21.014668,1100,miejska,,utwardzana,,,,,350000
Micha³ów-Grabina,legionowski,mazowieckie,52.366031,21.014668,1200,,,utwardzana,,,,,470000
Marki,wo³omiñski,mazowieckie,52.321295,21.10589,8400,,,,,,,,1512000
Rybie,pruszkowski,mazowieckie,52.148146,20.958454,1491,,,,,,,,650000
Budzis³aw Koœcielny,koniñski,wielkopolskie,52.435650311395,18.1007889589515,1577,szambo,,asfaltowa,betonowe,,,,85000
Bogaczewo,gi¿ycki,warmiñsko-mazurskie,53.965379,21.746417,4091,,,,brak,,,,225000
Raszyn,pruszkowski,mazowieckie,52.157095,20.926811,976,,,,,,,,385000
D¹browa,kolski,wielkopolskie,52.269916,18.648641,1000,,,asfaltowa,siatka,,,,55000
Nekielka,wrzesiñski,wielkopolskie,52.395627510599724,17.374536751655857,2360,szambo,,utwardzana,brak,,,,188000
Supraœl,bia³ostocki,podlaskie,53.2030155792154,23.3476092238165,3818,miejska,,,,,,,610000
Bia³ystok,Skorupy,podlaskie,53.12527778,23.19666667,715,miejska,,,brak,,,,357000
Bia³ystok,Bacieczki,podlaskie,53.15388889,23.10055556,660,,,,,,,,396000
Lachowice,suski,ma³opolskie,49.714222,19.475919,1977,,,,,,,,79000
Robakowo,wejherowski,pomorskie,54.5684037817216,18.1330771414345,1305,,,utwardzana,brak,,,,95265
Sterków,zielonogórski,lubuskie,51.859022,15.227691,6440,,,asfaltowa,brak,,,,97000
Mlewo,golubsko-dobrzyñski,kujawsko-pomorskie,53.177341,18.766565,4400,,,utwardzana,,,,,88000
Staniszów,jeleniogórski,dolnoœl¹skie,50.851335,15.734594,5000,,,,brak,,,,199000
Grêbocin,toruñski,kujawsko-pomorskie,53.056544,18.72043,2300,,,asfaltowa,brak,,,,195000
Stara D¹browa,stargardzki,zachodniopomorskie,53.420032,15.144979,1003,,,,brak,,,,25075
Tartak Brzózki,¿yrardowski,mazowieckie,52.008864,20.53442,2704,,,asfaltowa,brak,,,,159900
Mi³owo,gdañski,pomorskie,54.187315,18.381891,3068,,,utwardzana,brak,,,,99500
Cieszyn,cieszyñski,œl¹skie,49.749935,18.643163,950,miejska,,,brak,,,,110000
Jastrzêbie-Zdrój,œl¹skie,,49.953691,18.593918,3240,miejska,,asfaltowa,brak,,,,149040
Pêkanino,bia³ogardzki,zachodniopomorskie,54.02558,15.991514,952,,,,,,,,55000
Warszawa,Bia³o³êka,mazowieckie,52.31861111,21.03222222,2160,,,utwardzana,,,,,831000
K¹ty Wêgierskie,legionowski,mazowieckie,52.394937,21.019428,15000,,,utwardzana,brak,,,,1800000
Wierzbica,legionowski,mazowieckie,52.535565,21.074602,1100,,,asfaltowa,,,,,209000
Wierzbica,legionowski,mazowieckie,52.535565,21.074602,1000,,,asfaltowa,,,,,190000
Warszawa,Bia³o³êka,mazowieckie,52.31861111,21.03222222,878,,,asfaltowa,,,,,482900
Górki,brzozowski,podkarpackie,49.650673,22.037004,2200,,,,,,,,66000
Straszêcin,dêbicki,podkarpackie,50.063141,21.359235,1063,,,,,,,,84000
Niepo³omice,wielicki,ma³opolskie,50.0432504,20.2378578,4142,,,utwardzana,brak,,,,840000
Dygowo,ko³obrzeski,zachodniopomorskie,54.131126,15.721067,3000,miejska,,asfaltowa,brak,,,,90000
Rajszew,legionowski,mazowieckie,52.393009,20.876636,3000,szambo,,,,,,,180000
Ostrówek,wo³omiñski,mazowieckie,52.389736,21.36808,872,szambo,,utwardzana,,,,,49000
Gocza³kowice-Zdrój,pszczyñski,œl¹skie,49.942314,18.976823,5031,,,,brak,,,,299000
Grzybowo,ko³obrzeski,zachodniopomorskie,54.1543666681411,15.4807128008957,6981,miejska,,asfaltowa,siatka,,,,1470000
Orzesze,miko³owski,œl¹skie,50.143857,18.77703,800,,,,brak,,,,79220
Grzybowo,ko³obrzeski,zachodniopomorskie,54.15148651394766,15.47387649543664,1117,miejska,,utwardzana,siatka,,,,260000
Zieleniewo,ko³obrzeski,zachodniopomorskie,54.1439391224448,15.5593385825282,2444,miejska,,asfaltowa,brak,,,,300000
£omianki,warszawski zachodni,mazowieckie,52.332787,20.902069,788,,,asfaltowa,siatka,,,,750000
Kominy,brodnicki,kujawsko-pomorskie,53.221429,19.351396,1700,,,,,,,,170000
Cynków,myszkowski,œl¹skie,50.557754,19.120368,5000,,,asfaltowa,,,,,165000
Krzeczyn Wielki,lubiñski,dolnoœl¹skie,51.376339,16.152474,1000,,,,brak,,,,65000
Nowy Dwór,brodnicki,kujawsko-pomorskie,53.271118,19.509513,41900,,,,,,,,345000
Gr¹blin,koniñski,wielkopolskie,52.283446,18.353065,1300,przydomowa oczyszczalnia œcieków,,asfaltowa,brak,,,,49000
Robakowo,wejherowski,pomorskie,54.5684037817216,18.1330771414345,1305,,,utwardzana,,,,,95265
Kleosin,bia³ostocki,podlaskie,53.0944115556595,23.1146701105851,770,miejska,,,brak,,,,385000
Warszawa,Wilanów,mazowieckie,52.17416667,21.08027778,9642,,,,brak,,,,8500000
Stryszawa,suski,ma³opolskie,49.71268,19.52291,1351,,,,,,,,88000
Pociêkarb,kêdzierzyñsko-kozielski,opolskie,50.3175256431901,18.084875837028,10310,miejska,,asfaltowa,brak,,,brak,210000
