city,district,voivodeship,localization_y,localization_x,area,sewers,shape,road,fence,water,electricity,gas,price
Su³kowice,grójecki,mazowieckie,51.927,21.092546,1678,szambo,,,,,,,175000
Edwardów,grójecki,mazowieckie,51.9,21.08,2125,szambo,,,siatka,,,,110000
Grabina,grójecki,mazowieckie,51.93,21.11,2872,szambo,,asfaltowa,,,,,287100
Sosnowiec,œl¹skie,,50.2713687987489,19.289540116564,1463,,,utwardzana,,,,,325000
Cierpice,toruñski,kujawsko-pomorskie,52.9921414,18.4451522,800,,,asfaltowa,,,,,116000
Su³kowice,grójecki,mazowieckie,51.9233,21.0895,1894,miejska,,utwardzana,,,,,136000
Grabina,grójecki,mazowieckie,51.9191,21.138,3500,szambo,,asfaltowa,,,,,136500
Dobiesz,piaseczyñski,mazowieckie,52.0022,21.1105,7466,szambo,,,,w³asne ujêcie/studnia,,,420000
Czachówek,piaseczyñski,mazowieckie,51.9599,21.0884,1960,szambo,,,,,,,169000
Drwalewice,grójecki,mazowieckie,51.8852,21.0171,2700,szambo,,asfaltowa,,,,,121500
Góra Kalwaria,piaseczyñski,mazowieckie,51.9765,21.2153,1085,miejska,,asfaltowa,siatka,,,,477000
Pra¿mów,piaseczyñski,mazowieckie,51.9402,20.9546,1540,szambo,,asfaltowa,brak,,,,169000
Owczarnia,pruszkowski,mazowieckie,52.1109,20.7047,2132,,,utwardzana,,,,,533000
Su³kowice,grójecki,mazowieckie,51.93,21.09,1000,miejska,,asfaltowa,,,,,125000
Piaseczno,piaseczyñski,mazowieckie,52.053528,20.98824,1530,miejska,,,siatka,,,,730000
Katowice,Podlesie,œl¹skie,50.17053884,18.96766151,760,,,utwardzana,,,,,190000
Toruñ,kujawsko-pomorskie,,53.007165,18.610524,1949,,,utwardzana,inne,,,,700000
Skoczów,cieszyñski,œl¹skie,49.8079007522971,18.7982903624615,1668,,,,brak,,,,100000
Gier³atowo,wrzesiñski,wielkopolskie,52.360578,17.428068,970,,,utwardzana,,,,,59000
Sowia Wola,nowodworski,mazowieckie,52.3617457587971,20.6455713300285,800,,,asfaltowa,brak,,,,129000
Oborniki Œl¹skie,trzebnicki,dolnoœl¹skie,51.300762,16.914275,16900,,,,,,,,929500
Zalesie,grodziski,mazowieckie,52.0419634030562,20.6829772622707,6000,szambo,,asfaltowa,brak,,,,510000
Legionowo,legionowski,mazowieckie,52.41034,20.918336,1465,,,utwardzana,brak,,,,380900
Legionowo,legionowski,mazowieckie,52.41034,20.918336,1069,szambo,,utwardzana,siatka,,,,272595
Warszawa,Zawady,mazowieckie,52.17194444,21.10777778,1860,,,,,,,,760000
Konin,wielkopolskie,,52.2384180068561,18.2059702332419,346,,,asfaltowa,brak,,,,50000
M³ynisko,kaliski,wielkopolskie,51.834702,18.287551,925,brak,,asfaltowa,inne,,,,46250
Warszawa,Opacz Wielka,mazowieckie,52.18166667,20.92222222,1240,,,asfaltowa,siatka,,,,1200000
Lipowa,¿ywiecki,œl¹skie,49.674753,19.094725,1450,,,,,,,,130500
Bia³ystok,Bacieczki,podlaskie,53.15388889,23.10055556,1213,,,,,,,,727800
Tabor,otwocki,mazowieckie,52.03501,21.352971,16600,,,,brak,,,,1328000
Korbielów,¿ywiecki,œl¹skie,49.581127,19.345847,2772,,,,,,,,199000
Sterków,zielonogórski,lubuskie,51.859022,15.227691,6470,,,asfaltowa,brak,,,,97000
Tomaszowice-Kolonia,lubelski,lubelskie,51.271147,22.354449,1900,,,,,,,,110000
Mierzynek,toruñski,kujawsko-pomorskie,53.0358113315495,18.8025121955189,1268,,,utwardzana,brak,,,,89000
Rydzewo,drawski,zachodniopomorskie,53.614178,15.826564,7840,,,,,,,,83900
Bêdzin,bêdziñski,œl¹skie,50.323123,19.135889,5440,,,asfaltowa,brak,,,,275000
Huta Podgórna,wyszkowski,mazowieckie,52.552452,21.170303,2000,,,utwardzana,brak,,,,60000
Kominy,brodnicki,kujawsko-pomorskie,53.221429,19.351396,1319,miejska,,,,,,,92000
Policko,koszaliñski,zachodniopomorskie,54.168266,16.324308,1112,brak,,,,,,brak,72280
T³uste,grodziski,mazowieckie,52.14986,20.61563,1873,,,asfaltowa,brak,,,,162951
T³uste,grodziski,mazowieckie,52.14986,20.61563,1501,,,utwardzana,brak,,,,135090
Skoczów,cieszyñski,œl¹skie,49.80213,18.792674,4700,brak,,asfaltowa,brak,,,,185000
Przytok,zielonogórski,lubuskie,,,12000,,,,brak,,,,420000
Janina,buski,œwiêtokrzyskie,50.499825,20.838362,2500,,,,brak,,,,55000
Konstancin-Jeziorna,piaseczyñski,mazowieckie,52.092927,21.119394,2200,miejska,,,,,,,1760000
Tenczynek,krakowski,ma³opolskie,50.118747,19.611713,1300,brak,,utwardzana,brak,,,,199000
Wielka Wieœ,krakowski,ma³opolskie,50.1539523977347,19.8578409845709,3000,miejska,,asfaltowa,brak,,,,699000
Zalas,krakowski,ma³opolskie,50.080129,19.624199,1200,,,,brak,,,,85000
Lubsza,brzeski,opolskie,50.916338,17.517936,2800,,,,brak,,,,130000
Ma³szyce,golubsko-dobrzyñski,kujawsko-pomorskie,53.042742,18.904515,13900,,,asfaltowa,siatka,,,,599000
Warszawa,Nowodwory,mazowieckie,52.33222222,20.93611111,1000,,,utwardzana,siatka,,,,450000
D³ugo³êka,wroc³awski,dolnoœl¹skie,51.176716,17.19325,2662,,,,,,,,692120
Uciechów,dzier¿oniowski,dolnoœl¹skie,50.761529,16.677833,3000,brak,,asfaltowa,,,,brak,85000
Œwiêta Katarzyna,wroc³awski,dolnoœl¹skie,51.025327,17.115755,2059,,,,brak,,,,342000
Suchy Dwór,wroc³awski,dolnoœl¹skie,51.019074,17.035735,3162,,,,brak,,,,500000
Groblice,wroc³awski,dolnoœl¹skie,51.01156119,17.17221768,5095,,,utwardzana,brak,,,,509500
Bielawa,wroc³awski,dolnoœl¹skie,51.160665,17.253912,972,,,utwardzana,brak,,,,150000
Miêkinia,œredzki,dolnoœl¹skie,51.188062,16.737796,1070,,,,brak,,,,128400
Rybical,gi¿ycki,warmiñsko-mazurskie,53.917043,21.528291,990,,,utwardzana,brak,,,,201000
Wierzchowisko,czêstochowski,œl¹skie,50.8710571118906,19.127190490399,1204,miejska,,asfaltowa,brak,,,,204680
Dêbe Wielkie,miñski,mazowieckie,52.1865441018509,21.4409227561045,1100,,,utwardzana,,,,,170000
Warszawa,Okêcie,mazowieckie,,,1200,,,,,,,,1400000
Supraœl,bia³ostocki,podlaskie,53.205743,23.34228,750,,,,brak,,,,165000
Grabówka,bia³ostocki,podlaskie,53.125006,23.259027,943,,,,,,,,280000
Œlê¿any,wo³omiñski,mazowieckie,52.525879,21.250071,1750,,,,,,,,129000
Ró¿ankowo,toruñski,kujawsko-pomorskie,53.093208,18.539539,1200,,,asfaltowa,brak,,,,180000
Je¿ów Sudecki,jeleniogórski,dolnoœl¹skie,50.9303,15.744708,1112,,,,brak,,,,144560
M³yniec Drugi,toruñski,kujawsko-pomorskie,53.065034,18.819729,2411,,,,brak,,,,120550
Tomice,piaseczyñski,mazowieckie,52.010895,21.188955,3545,,,,,,,,444000
D¹brówka,wo³omiñski,mazowieckie,52.483119,21.301267,2000,,,,,,,,189000
Górsk,toruñski,kujawsko-pomorskie,53.056583,18.42774,3000,,,asfaltowa,brak,,,,380000
Œwiercze,pu³tuski,mazowieckie,52.670346,20.767983,878,,,asfaltowa,,,,,38000
Œwiercze,pu³tuski,mazowieckie,52.670346,20.767983,815,,,asfaltowa,,,,,36000
Warszawa,Miêdzylesie,mazowieckie,52.20611111,21.17472222,1579,brak,,,brak,,,,1190000
Drawsko Pomorskie,drawski,zachodniopomorskie,53.529813,15.811338,112,miejska,,,brak,,,,108000
Reñska Wieœ,kêdzierzyñsko-kozielski,opolskie,50.31475,18.128357,1000,miejska,,asfaltowa,inne,,,brak,49000
Go³kowice,wodzis³awski,œl¹skie,49.911951,18.510158,1360,,,,,,,,67000
Krobia,toruñski,kujawsko-pomorskie,53.036912,18.786382,1157,,,asfaltowa,brak,,,,93000
Baciuty,bia³ostocki,podlaskie,,,1200,brak,,,brak,,,brak,60000
Strzelce Górne,bydgoski,kujawsko-pomorskie,53.211637,18.158298,1354,,,,,,,,97000
Kruszyn,bydgoski,kujawsko-pomorskie,53.158693,17.8426,1306,,,,,,,,130000
Olmonty,bia³ostocki,podlaskie,53.0837590079438,23.1959562003323,942,,,,,,,,195000
Kr¹¿kowo,inowroc³awski,kujawsko-pomorskie,52.941443,18.069807,1265,,,,,,,,63250
Marki,wo³omiñski,mazowieckie,52.321295,21.10589,2916,,,,brak,,,,950000
Na³êczów,pu³awski,lubelskie,51.286858,22.216636,5600,,,asfaltowa,siatka,,,,229000
Wasilków,bia³ostocki,podlaskie,53.197243,23.209346,1150,,,asfaltowa,brak,,,,184000
Kocoñ,¿ywiecki,œl¹skie,49.722648,19.391282,1040,,,,,,,,25000
¯ywiec,¿ywiecki,œl¹skie,49.688295,19.203815,1600,,,,,,,,165000
Kuriany,bia³ostocki,podlaskie,53.086474,23.25772,2240,,,,,,,,212800
Bydgoszcz,Fordon,kujawsko-pomorskie,53.14777778,18.17111111,1054,miejska,,,,,,,475000
Charzyno,ko³obrzeski,zachodniopomorskie,54.088294,15.575424,509,miejska,,asfaltowa,brak,,,,116980
Ostrów Wielkopolski,ostrowski,wielkopolskie,51.6618264353795,17.783755201772,2500,miejska,,utwardzana,siatka,,,,500000
Krzeszowice,krakowski,ma³opolskie,50.13497,19.631305,1500,miejska,,utwardzana,brak,,,,175000
Niemce,lubelski,lubelskie,51.358628,22.630986,2683,,,asfaltowa,brak,,,,259000
Strzy¿ewice,lubelski,lubelskie,51.050871,22.445569,1305,,,utwardzana,brak,,,,118000
Zalesie,grodziski,mazowieckie,52.0419634030562,20.6829772622707,1000,brak,,,brak,,,,90000
Brzezinka Œredzka,œredzki,dolnoœl¹skie,51.216186,16.825431,1500,brak,,,brak,,,brak,292500
Opypy,grodziski,mazowieckie,52.0929765430296,20.6841537159026,2950,szambo,,asfaltowa,brak,,,,350000
Opypy,grodziski,mazowieckie,52.0888884603623,20.6765804414176,1412,szambo,,asfaltowa,brak,,,,162265
Niekanin,ko³obrzeski,zachodniopomorskie,54.148749,15.621625,3600,miejska,,asfaltowa,,,,,756000
Zieleniewo,ko³obrzeski,zachodniopomorskie,54.1439391224448,15.5593385825282,1000,miejska,,asfaltowa,siatka,,,,320000
Zieleniewo,ko³obrzeski,zachodniopomorskie,54.145219,15.561828,1817,miejska,,,,,,,340000
Ustronie Morskie,ko³obrzeski,zachodniopomorskie,54.215541,15.756827,2249,,,,,,,,494780
Grzybowo,ko³obrzeski,zachodniopomorskie,54.156370762405125,15.477997104700849,1449,miejska,,utwardzana,brak,,,,265000
Budzistowo,ko³obrzeski,zachodniopomorskie,54.1458944489596,15.5847086489659,1978,,,utwardzana,brak,,,,295000
Budzistowo,ko³obrzeski,zachodniopomorskie,54.1458944489596,15.5847086489659,1751,miejska,,utwardzana,brak,,,,180000
Budzistowo,ko³obrzeski,zachodniopomorskie,54.1458944489596,15.5847086489659,1307,miejska,,utwardzana,brak,,,,105000
Charzyno,ko³obrzeski,zachodniopomorskie,54.088294,15.575424,1492,miejska,,utwardzana,brak,,,brak,126820
Jarogniew,ko³obrzeski,zachodniopomorskie,54.0702,15.641367,1902,,,,,,,,120000
Stare Bielice,koszaliñski,zachodniopomorskie,54.1749,16.119147,1199,,,,brak,,,,76940
Stare Bielice,koszaliñski,zachodniopomorskie,54.1749,16.119147,1254,,,,brak,,,,80240
Kurów,policki,zachodniopomorskie,53.364021,14.506328,1726,,,asfaltowa,siatka,,,,435000
Roœciêcino,ko³obrzeski,zachodniopomorskie,54.126969,15.591917,1200,miejska,,utwardzana,,,,,160000
Stanowice,rybnicki,œl¹skie,50.129608,18.675589,1867,,,,,,,,177500
Zieleniewo,ko³obrzeski,zachodniopomorskie,54.145219,15.561828,5172,brak,,utwardzana,brak,,,,390000
Ustronie Morskie,ko³obrzeski,zachodniopomorskie,54.215541,15.756827,46406,miejska,,utwardzana,siatka,,,,2320300
Roœciêcino,ko³obrzeski,zachodniopomorskie,54.126969,15.591917,1200,,,,,,,,180000
Turoœñ Dolna,bia³ostocki,podlaskie,53.019094,23.002775,1100,miejska,,,siatka,,,brak,99000
Barcz¹ca,miñski,mazowieckie,52.153915,21.641703,850,,,,,,,,101150
Ko³o,kolski,wielkopolskie,52.1800875652377,18.6343688925878,795,miejska,,,metalowe,,,brak,105000
Marki,wo³omiñski,mazowieckie,52.321295,21.10589,6303,miejska,,asfaltowa,,,,,2333000
Truskolasy,k³obucki,œl¹skie,50.864455,18.831697,1235,miejska,,utwardzana,,,,,68000
£oœ,piaseczyñski,mazowieckie,51.9793807394813,20.9506715174554,4000,,,asfaltowa,siatka,,,,320000
Grójec,grójecki,mazowieckie,51.865089,20.868315,6316,miejska,,asfaltowa,brak,,,,2526400
Józefów,otwocki,mazowieckie,52.141221,21.228355,950,szambo,,utwardzana,brak,,,brak,330000
Warszawa,Sadul,mazowieckie,52.1874927154982,21.1358262319482,460,miejska,,utwardzana,brak,,,,430000
Szklary Dolne,polkowicki,dolnoœl¹skie,51.413452,16.04817,1500,brak,,,,,,,80000
Warszawa,Mokotów,mazowieckie,52.20055556,21.02444444,929,miejska,,asfaltowa,,,,,4750000
Bia³ystok,Dojlidy Górne,podlaskie,53.09065309487157,23.224816198268257,2000,,,,,,,,480000
Stara Kamienica,jeleniogórski,dolnoœl¹skie,50.914649,15.574366,3281,brak,,utwardzana,brak,,,brak,149000
Warszawa,Wilanów,mazowieckie,52.17416667,21.08027778,600,miejska,,,,,,,595000
Jasienica,bielski,œl¹skie,49.814799,18.922677,12978,,,utwardzana,siatka,,,,1297000
Bucze,¿arski,lubuskie,51.457718,14.97038,3002,,,asfaltowa,brak,,,,59000
Szadek,zduñskowolski,³ódzkie,51.69191,18.981704,4405,,,,,,,,115000
Okuniew,miñski,mazowieckie,52.272441,21.305271,1582,,,,brak,,,,470000
Radziechowy,¿ywiecki,œl¹skie,49.644941,19.153451,1870,,,,,,,,99000
Zielona Góra,Jany,lubuskie,51.97361111,15.60666667,4700,,,,brak,,,,250000
Polanica-Zdrój,k³odzki,dolnoœl¹skie,50.403456,16.512821,2500,,,,,,,,220000
Kêdzierzyn-KoŸle,kêdzierzyñsko-kozielski,opolskie,50.3516014400686,18.1292851794137,734,miejska,,asfaltowa,brak,,,brak,44040
Wilczna,s³upecki,wielkopolskie,52.248152,18.018836,1500,miejska,,asfaltowa,brak,,,,82500
Zduñska Wola,zduñskowolski,³ódzkie,51.60113,18.93772,2119,,,,,,,,84000
Jastrzêbie-Zdrój,œl¹skie,,49.953691,18.593918,1807,,,,,,,,223000
Warszawa,Okêcie,mazowieckie,52.19333333,20.96166667,2412,brak,,asfaltowa,,,,brak,850000
Mi³oszyce,o³awski,dolnoœl¹skie,51.0475,17.3097,1324,,,,brak,,,,112540
Warszawa,Wawer,mazowieckie,52.1589889473481,21.1813725164288,2838,,,,,,,,993300
Pu³tusk,pu³tuski,mazowieckie,52.703887,21.086882,6271,szambo,,,,,,brak,120000
Wyszków,wyszkowski,mazowieckie,52.594582,21.458806,1600,brak,,,,,,brak,160000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,1200,,,utwardzana,,,,,495000
Podamirowo,koszaliñski,zachodniopomorskie,54.255179,16.100811,2995,miejska,,utwardzana,brak,,,,260000
Dobrzyniewo Du¿e,bia³ostocki,podlaskie,53.205135,23.016162,3050,,,,,,,,259250
Jab³onna,legionowski,mazowieckie,52.374788,20.926022,1060,,,,,,,,163000
Nowa Wieœ,legionowski,mazowieckie,52.527241,21.112248,6337,,,utwardzana,brak,,,,570330
Warszawa,Stara Mi³osna,mazowieckie,52.22138889,21.23777778,630,,,,,,,,450000
Mys³aków,³owicki,³ódzkie,52.093395,20.016768,1000,,,asfaltowa,brak,,,,40000
Poby³kowo Ma³e,pu³tuski,mazowieckie,52.556951,21.055595,2020,,,,brak,,,,121200
Dzier¿enin,pu³tuski,mazowieckie,52.571034,21.092457,18161,brak,,asfaltowa,brak,,,brak,1089660
Dêbogóra,gryfiñski,zachodniopomorskie,53.15547,14.438385,5500,,,,brak,,,,89500
Skrzelczyce,kielecki,œwiêtokrzyskie,50.716583,20.723203,1368,,,,brak,,,brak,51984
Zagnañsk,kielecki,œwiêtokrzyskie,50.972908,20.656392,1988,brak,,,,,,brak,160000
Kielce,œwiêtokrzyskie,,50.869805,20.633692,1005,miejska,,,,,,,670000
Koby³ka,wo³omiñski,mazowieckie,52.3277842785926,21.2128209336787,3057,miejska,,asfaltowa,siatka,,,,2751300
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,1100,,,utwardzana,brak,,,,255000
Kraków,Podgórze,ma³opolskie,49.9877668,19.9448779,6794,,,utwardzana,,,,,1700000
Mys³owice,Krasowy,œl¹skie,50.185,19.13416667,11000,miejska,,asfaltowa,brak,,,,1526000
Warszawa,W³ochy,mazowieckie,52.1999625686873,20.907975762704,1081,miejska,,asfaltowa,,,,,2250000
Warszawa,Wilanów,mazowieckie,52.17416667,21.08027778,428,miejska,,asfaltowa,,,,,796000
Paw³osiów,jaros³awski,podkarpackie,49.99129,22.643137,1500,,,asfaltowa,,,,,45000
Jaktorów,grodziski,mazowieckie,52.083414,20.54622,3000,,,,,,,,120000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,1000,,,asfaltowa,brak,,,,299000
Nowe Grabie,wo³omiñski,mazowieckie,52.355415,21.305718,896,szambo,,asfaltowa,brak,,,,145000
Komorów,pruszkowski,mazowieckie,52.146252,20.816503,1650,,,utwardzana,,,,,1237000
Stare Za³ubice,wo³omiñski,mazowieckie,52.480613,21.124384,1121,,,asfaltowa,brak,,,,196175
£azy,warszawski zachodni,mazowieckie,52.270599,20.39858,53905,,,asfaltowa,,,,,2800000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,2448,,,utwardzana,,,,,625000
Jaktorów,grodziski,mazowieckie,52.083414,20.54622,915,,,asfaltowa,brak,,,,155000
Moœciska,garwoliñski,mazowieckie,51.651458,21.675635,1509,,,utwardzana,,,,,160000
Nowy Janków,wo³omiñski,mazowieckie,52.376246,21.191731,8800,szambo,,asfaltowa,siatka,,,,1584000
Wierzbica,legionowski,mazowieckie,52.535565,21.074602,4000,brak,,utwardzana,brak,,,,400000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,5900,,,asfaltowa,,,,,1010000
Otrêbusy,pruszkowski,mazowieckie,52.128134,20.766319,2098,,,utwardzana,inne,,,,890000
Sko³oszów,jaros³awski,podkarpackie,49.937192,22.812336,1505,,,asfaltowa,brak,,,,100000
Pruszków,pruszkowski,mazowieckie,52.159092,20.817155,1500,,,asfaltowa,,,,,2500000
Kornatka,myœlenicki,ma³opolskie,49.846297,20.081627,1218,miejska,,utwardzana,drewniane,,,,120000
Zawierzbie,dêbicki,podkarpackie,50.069533,21.391494,2246,miejska,,asfaltowa,brak,,,,185000
Zawierzbie,dêbicki,podkarpackie,50.069533,21.391494,900,miejska,,asfaltowa,siatka,,,,95000
Rogów Legnicki,legnicki,dolnoœl¹skie,51.255102,16.431988,2880,,,asfaltowa,brak,,,brak,116000
Mojesz,lwówecki,dolnoœl¹skie,51.0904,15.595,5000,,,utwardzana,brak,,,,250000
Legnica,dolnoœl¹skie,,51.20969,16.175126,1000,miejska,,asfaltowa,siatka,,,,89000
Jezierzany,s³awieñski,zachodniopomorskie,54.530056,16.585797,1000,,,,,,,,85000
Tarnowiec,trzebnicki,dolnoœl¹skie,51.304451,17.19211,1200,,,,,,,,99000
Udorpie,bytowski,pomorskie,54.142561,17.494811,1087,,,,,,,,65000
Warszawa,W³ochy,mazowieckie,52.2007220019131,20.9188225781263,990,,,asfaltowa,,,,,1790000
Warszawa,Opacz Wielka,mazowieckie,52.18166667,20.92222222,1512,,,,,,,,890000
Warszawa,Wilanów,mazowieckie,,,1000,,,,,,,,865000
Glincz,kartuski,pomorskie,54.32208,18.34631,1500,,,,brak,,,,79000
Ma³kowo,kartuski,pomorskie,54.3695027559011,18.3456275741012,1000,,,asfaltowa,brak,,,,200000
Lublewo Gdañskie,gdañski,pomorskie,54.2852018852377,18.4955846699016,1142,,,,,,,,182720
Koleczkowo,wejherowski,pomorskie,54.4771894265676,18.3221381936544,1011,,,,,,,,155000
Lêdziny,bieruñsko-lêdziñski,œl¹skie,,,1687,,,,,,,,118090
Przywóz,wieluñski,³ódzkie,51.135126,18.728726,5300,,,,brak,,,,111300
Przywóz,wieluñski,³ódzkie,51.135126,18.728726,17600,,,,brak,,,,55000
Warszawa,Wilanów,mazowieckie,52.17416667,21.08027778,10668,brak,,,,,,,5334000
Linia,wejherowski,pomorskie,54.451354525522,17.9314575122628,629,,,asfaltowa,brak,,,,35000
Mierzeszyn,gdañski,pomorskie,54.2018693563801,18.4199218061445,830,,,utwardzana,,,,,49000
Rozalin,pruszkowski,mazowieckie,52.048562,20.776435,1100,,,utwardzana,,,,,210000
Gniew,tczewski,pomorskie,53.835626,18.824466,1070,,,,,,,,75000
Stok Lacki-Folwark,siedlecki,mazowieckie,52.1512944884155,22.3297676535122,1500,miejska,,,brak,,,,209000
Postoliska,wo³omiñski,mazowieckie,52.447644,21.467812,820,,,utwardzana,,,,,82000
Warszawa,Anin,mazowieckie,52.22138889,21.15805556,547,miejska,,asfaltowa,,,,,899000
Wszewilki,milicki,dolnoœl¹skie,51.53942,17.269883,1873,,,,,,,,100000
Warszawa,Bia³o³êka,mazowieckie,52.3563641062043,21.0653224689577,1500,szambo,,utwardzana,,,,brak,450000
Radymno,jaros³awski,podkarpackie,49.946482,22.824748,3100,,,asfaltowa,,,,,77500
Zakroczym,nowodworski,mazowieckie,52.4356650197636,20.6341547532071,841,,,,brak,,,,167000
Warszawa,Wilanów,mazowieckie,52.17416667,21.08027778,11707,miejska,,asfaltowa,inne,,,,12350000
Prusice,trzebnicki,dolnoœl¹skie,51.37169,16.962392,6902,,,asfaltowa,murowane,,,,1200000
Jaworzno,Jeleñ,œl¹skie,50.165,19.24,1000,miejska,,,brak,,,,125000
Bronis³awów,piaseczyñski,mazowieckie,51.962523,21.072506,1000,,,,,,,,128700
Zielonka,wo³omiñski,mazowieckie,52.31011,21.160254,1900,miejska,,asfaltowa,brak,,,,990000
Radzymin,wo³omiñski,mazowieckie,52.41666,21.18333,1076,,,utwardzana,brak,,,,215000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,1060,,,asfaltowa,inne,,,,315000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,1230,,,asfaltowa,siatka,,,,299000
Warszawa,Bia³o³êka,mazowieckie,52.3289879,21.0076793,1000,,,,,,,,639000
Warszawa,Wilanów,mazowieckie,52.24053,21.034167,600,,,asfaltowa,,,,,1500000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,1437,,,,brak,,,,545000
Targowisko,wielicki,ma³opolskie,49.984126,20.295014,800,miejska,,asfaltowa,brak,,,,92000
Bochnia,bocheñski,ma³opolskie,49.96777,20.432373,1285,brak,,utwardzana,brak,,,,141350
Mokrzyska,brzeski,ma³opolskie,50.008008,20.625779,2283,brak,,,brak,,,brak,140000
Rybojedzko,poznañski,wielkopolskie,52.3103551962936,16.6237677754895,1061,,,utwardzana,,,,,145000
Rychwa³d,¿ywiecki,œl¹skie,49.6982,19.2711,2050,,,,brak,,,,139900
Czêstochowa,œl¹skie,,50.8417624137404,19.1740955477171,947,miejska,,,inne,,,,170000
Piaski,radomszczañski,³ódzkie,50.893449,19.479876,3000,,,,siatka,,,,127000
Mor¹g,ostródzki,warmiñsko-mazurskie,53.917362,19.928654,3000,brak,,,brak,,,brak,90000
Czêstochowa,Lisiniec,œl¹skie,50.82138889,19.07083333,724,,,,,,,,108600
Ryjewo,kwidzyñski,pomorskie,53.845231,18.960685,1000,brak,,utwardzana,brak,,,brak,28000
Kotkowo,ostródzki,warmiñsko-mazurskie,53.838077,20.000414,2301,miejska,,,,,,,57525
Mi³om³yn,ostródzki,warmiñsko-mazurskie,53.764381,19.841172,15000,miejska,,,,,,,139000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,2150,,,,,,,,461000
Brwinów,pruszkowski,mazowieckie,52.140582,20.71904,851,brak,,,,,,,365000
Komorów,pruszkowski,mazowieckie,52.146252,20.816503,993,brak,,,brak,,,,700000
Komorów,pruszkowski,mazowieckie,52.146252,20.816503,1032,miejska,,,siatka,,,,1350000
Kanie,pruszkowski,mazowieckie,52.127794,20.781897,1716,szambo,,,siatka,w³asne ujêcie/studnia,,,530000
Kanie,pruszkowski,mazowieckie,52.127794,20.781897,1150,miejska,,,siatka,,,,540500
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,1980,miejska,,,brak,,,,468000
Halinów,miñski,mazowieckie,52.223967,21.357755,800,szambo,,utwardzana,brak,,,,220000
Chrz¹stawa Ma³a,wroc³awski,dolnoœl¹skie,51.081397,17.2837,1000,miejska,,,brak,,,,99000
D¹browa Górnicza,Okradzionów,œl¹skie,50.3255008758977,19.3874860777444,2698,,,,brak,,,,202350
Czêstochowa,Kiedrzyn,œl¹skie,50.85277778,19.10833333,1300,,,asfaltowa,,,,,250000
Tarnowskie Góry,tarnogórski,œl¹skie,50.443254,18.858722,787,miejska,,,,,,,114115
Tarnowskie Góry,tarnogórski,œl¹skie,50.4203772503212,18.819262440702,2480,miejska,,utwardzana,,,,,240000
Marki,wo³omiñski,mazowieckie,52.3218,21.1032,1000,,,asfaltowa,siatka,,,,500000
Kosów,piaseczyñski,mazowieckie,52.045,20.8273,1158,,prostok¹t,utwardzana,,,,,149000
Rzêskowo,gryficki,zachodniopomorskie,53.9256,15.1576,3041,,,,,,,,120540
Prawiedniki,lubelski,lubelskie,51.138198,22.509096,1856,,kwadrat,asfaltowa,brak,,,,200000
Sobianowice,lubelski,lubelskie,51.301011,22.681902,2370,,prostok¹t,,brak,,,,192000
Julianów,piaseczyñski,mazowieckie,51.95483611,21.10043611,1172,szambo,,asfaltowa,,,,,140000
Raszyn,pruszkowski,mazowieckie,52.15685295,20.92788907,925,,,,,,,,1000000
£omianki,warszawski zachodni,mazowieckie,52.3336578,20.8869862,1037,,,,,,,,620000
Chrz¹stawa Wielka,wroc³awski,dolnoœl¹skie,51.093247,17.298585,1100,brak,,asfaltowa,brak,,,,104500
Lednogóra,gnieŸnieñski,wielkopolskie,52.514251,17.369588,800,miejska,,utwardzana,siatka,,,,90000
Dêbogóra,poznañski,wielkopolskie,52.497331,17.093971,1863,miejska,,,,,,,229000
Pstr¹¿na,rybnicki,œl¹skie,50.088654,18.357905,3000,,,asfaltowa,,brak,,brak,180000
Kraków,Wola Justowska,ma³opolskie,50.065,19.8675,950,,,,,,,,970000
Gorlice,gorlicki,ma³opolskie,49.643101959676,21.191448922647,920,miejska,,,,,,,65000
Nekla,wrzesiñski,wielkopolskie,52.366818,17.413497,10100,,,asfaltowa,,,,,555500
Œwierklany,rybnicki,œl¹skie,50.01852,18.57698,700,,,utwardzana,brak,brak,,brak,62500
£adna,tarnowski,ma³opolskie,50.009101,21.08682,1850,miejska,,utwardzana,brak,w³asne ujêcie/studnia,,,210000
£ubno,¿yrardowski,mazowieckie,52.037761,20.361763,1597,miejska,,,,,,,300000
Brzeziny,brzeziñski,³ódzkie,51.799512,19.753639,3000,brak,,,brak,,,,105000
Kraków,Nowa Huta,ma³opolskie,50.07583333,20.13722222,1000,szambo,,asfaltowa,brak,,,,160000
Kobysewo,kartuski,pomorskie,54.35643,18.264778,1502,,,utwardzana,brak,,,,145000
Kokotów,wielicki,ma³opolskie,50.0136337,20.0935109,1650,miejska,,asfaltowa,brak,,,,363000
