city,district,voivodeship,localization_y,localization_x,area,sewers,shape,road,fence,water,electricity,gas,price
Kielce,œwiêtokrzyskie,NaN,50.8777532,20.66376568,21272,NaN,NaN,NaN,brak,NaN,NaN,NaN,7445200
Czosnów,nowodworski,mazowieckie,NaN,NaN,2413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,676000
Wincentów,kielecki,œwiêtokrzyskie,50.88804226,20.43847463,1252,NaN,NaN,NaN,brak,NaN,NaN,NaN,62500
Niwy,kielecki,œwiêtokrzyskie,50.79749277,20.82961679,1319,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,65950
Brzeziny,kielecki,œwiêtokrzyskie,50.7761483,20.58740711,2405,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,192400
Brzeziny,kielecki,œwiêtokrzyskie,50.7761483,20.58740711,1207,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,96560
¯abia Wola,grodziski,mazowieckie,52.0309,20.6921,2900,NaN,kwadrat,asfaltowa,brak,NaN,NaN,NaN,229100
Nekla,bydgoski,kujawsko-pomorskie,53.2395,18.08,1086,NaN,NaN,NaN,brak,NaN,NaN,NaN,70590
Ró¿ankowo,toruñski,kujawsko-pomorskie,53.093208,18.539539,1421,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,213150
Rzeszów,Za³ê¿e,podkarpackie,50.05916667,22.04833333,1200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,240000
Stary Toruñ,toruñski,kujawsko-pomorskie,53.028333,18.45246,985,NaN,NaN,NaN,brak,NaN,NaN,NaN,120000
Toruñ,Czerniewice,kujawsko-pomorskie,NaN,NaN,648,NaN,NaN,asfaltowa,siatka,NaN,NaN,NaN,130000
Urzut,pruszkowski,mazowieckie,52.073848,20.741939,950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150000
¯ywiec,¿ywiecki,œl¹skie,49.688295,19.203815,806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80000
Swarzêdz,poznañski,wielkopolskie,52.407595,17.073506,3012,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,1060000
Dêbogóra,poznañski,wielkopolskie,52.497331,17.093971,1863,miejska,NaN,NaN,NaN,NaN,NaN,NaN,229000
Ma³dyty,ostródzki,warmiñsko-mazurskie,53.919993,19.746558,1514,miejska,NaN,NaN,NaN,NaN,NaN,brak,68130
Ostrowin,ostródzki,warmiñsko-mazurskie,53.64725,20.105123,1269,NaN,NaN,NaN,brak,NaN,NaN,NaN,32994
Jasienica,bielski,œl¹skie,49.814799,18.922677,1372,NaN,NaN,NaN,brak,NaN,NaN,NaN,75000
Jaworze,bielski,œl¹skie,49.792056,18.949777,2128,miejska,NaN,NaN,NaN,NaN,NaN,NaN,320000
Pniewo,gryfiñski,zachodniopomorskie,53.215729,14.498531,2636,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,263000
¯órawki,gryfiñski,zachodniopomorskie,53.22316,14.4932,1753,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,184000
Zieleniewo,ko³obrzeski,zachodniopomorskie,54.145219,15.561828,1311,miejska,NaN,NaN,brak,NaN,NaN,NaN,160000
Augustów,augustowski,podlaskie,NaN,NaN,5828,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,699360
Robakowo,wejherowski,pomorskie,54.5684037817216,18.1330771414345,1158,NaN,NaN,NaN,brak,NaN,NaN,NaN,85000
Stary Wielis³aw,k³odzki,dolnoœl¹skie,50.4,16.56667,800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80000
Warszawa,Las,mazowieckie,52.2160144884237,21.1140960648393,6291,szambo,NaN,asfaltowa,brak,NaN,NaN,NaN,6150000
Malcanów,otwocki,mazowieckie,52.147516,21.375059,1230,brak,NaN,NaN,brak,NaN,NaN,brak,180000
Rzeszów,Za³ê¿e,podkarpackie,50.05916667,22.04833333,1200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,240000
Toruñ,Czerniewice,kujawsko-pomorskie,NaN,NaN,648,NaN,NaN,asfaltowa,siatka,NaN,NaN,NaN,130000
Pewel Œlemieñska,¿ywiecki,œl¹skie,49.686923,19.328215,1000,NaN,NaN,NaN,brak,NaN,NaN,NaN,67000
Rzeszów,Budziwój,podkarpackie,49.96694444,21.985,2300,NaN,NaN,NaN,brak,NaN,NaN,NaN,391000
Koby³ka,wo³omiñski,mazowieckie,52.333753,21.206711,1756,NaN,NaN,NaN,brak,NaN,NaN,NaN,509240
Mi³oszyce,o³awski,dolnoœl¹skie,51.0561428078583,17.2989668122945,1021,NaN,NaN,NaN,brak,NaN,NaN,NaN,110268
Lusówko,poznañski,wielkopolskie,52.42574,16.656478,2850,NaN,NaN,NaN,NaN,NaN,NaN,NaN,430000
Zielona Góra,Przylep,lubuskie,51.96861111,15.44944444,7156,NaN,NaN,NaN,brak,NaN,NaN,NaN,1001840
Bielsko-Bia³a,Aleksandrowice,œl¹skie,49.80694444,19.00166667,1868,miejska,NaN,asfaltowa,NaN,NaN,NaN,NaN,399000
Urzut,pruszkowski,mazowieckie,52.073848,20.741939,950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150000
Zduñska Wola,zduñskowolski,³ódzkie,51.60113,18.93772,900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54000
Czernica,rybnicki,œl¹skie,NaN,NaN,2093,NaN,NaN,NaN,brak,NaN,NaN,NaN,125000
Grodzisk Mazowiecki,grodziski,mazowieckie,52.104515,20.622524,2000,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,670000
Milanówek,grodziski,mazowieckie,52.1185315,20.6716234,1409,NaN,NaN,NaN,brak,NaN,NaN,NaN,400000
¯elechów,grodziski,mazowieckie,52.0201,20.7305,1240,NaN,NaN,NaN,brak,NaN,NaN,NaN,142600
Kanie,pruszkowski,mazowieckie,52.127794,20.781897,1200,NaN,NaN,NaN,brak,NaN,NaN,NaN,378000
Brwinów,pruszkowski,mazowieckie,52.142598,20.7175048,941,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,289000
Brwinów,pruszkowski,mazowieckie,52.142598,20.7175048,2609,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,530000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,5000,NaN,NaN,NaN,brak,NaN,NaN,NaN,675000
Podkowa Leœna,grodziski,mazowieckie,52.1199928,20.7265083,2609,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,530000
Jerzmanowice,krakowski,ma³opolskie,50.202658,19.735771,1800,brak,NaN,NaN,brak,NaN,NaN,NaN,55000
Bytom,Miechowice,œl¹skie,50.36194444,18.85388889,459,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,85000
Tarnowskie Góry,tarnogórski,œl¹skie,50.443254,18.858722,1033,NaN,NaN,NaN,brak,NaN,NaN,NaN,154950
Wolsztyn,wolsztyñski,wielkopolskie,52.112736,16.115136,1317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62000
Grzybiany,legnicki,dolnoœl¹skie,51.194394,16.272987,950,miejska,NaN,NaN,brak,NaN,NaN,NaN,80000
Tuszyn,dzier¿oniowski,dolnoœl¹skie,50.792784,16.649017,3500,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,160000
Jaktorów,grodziski,mazowieckie,52.0944258913784,20.5460097896316,1500,szambo,NaN,utwardzana,brak,NaN,NaN,NaN,90000
Radziejowice-Parcel,¿yrardowski,mazowieckie,51.995963,20.552143,1084,szambo,NaN,NaN,brak,NaN,NaN,NaN,76000
Radziejowice-Parcel,¿yrardowski,mazowieckie,51.995963,20.552143,1410,szambo,NaN,NaN,brak,NaN,NaN,NaN,99000
Stara Grzybowszczyzna,sokólski,podlaskie,53.208984,23.704178,3100,NaN,NaN,NaN,brak,NaN,NaN,NaN,128500
Stara Grzybowszczyzna,sokólski,podlaskie,53.208984,23.704178,2600,NaN,NaN,NaN,brak,NaN,NaN,NaN,109000
Osowiec,opolski,opolskie,50.753403,18.021943,1967,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,107000
Wojcieszyn,warszawski zachodni,mazowieckie,52.2592400900839,20.7683429751033,1000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,325000
P³oty,zielonogórski,lubuskie,51.987609,15.413195,2350,NaN,NaN,NaN,brak,NaN,NaN,NaN,470000
Sterków,zielonogórski,lubuskie,51.859022,15.227691,5933,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,89000
Kamieñczyk,wyszkowski,mazowieckie,52.601534,21.543108,1000,NaN,NaN,utwardzana,inne,NaN,NaN,NaN,129000
£ódŸ,Ba³uty,³ódzkie,51.80166667,19.4325,3100,szambo,NaN,utwardzana,metalowe,NaN,NaN,NaN,630000
Rybnik,Chwa³êcice,œl¹skie,50.13666667,18.48,1740,brak,NaN,asfaltowa,brak,NaN,NaN,brak,210000
Boles³awiec,poznañski,wielkopolskie,52.212232,16.778665,2083,szambo,NaN,NaN,brak,NaN,NaN,NaN,187470
£ask,³aski,³ódzkie,51.591244,19.132306,2802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289000
£ask,³aski,³ódzkie,51.591244,19.132306,7960,NaN,NaN,asfaltowa,inne,NaN,NaN,NaN,730000
D¹browa Tarnowska,d¹browski,ma³opolskie,50.174586,20.987534,1438,NaN,NaN,NaN,brak,NaN,NaN,NaN,61000
Wólka,warszawski zachodni,mazowieckie,52.2787049064477,20.7132549412067,1450,brak,NaN,utwardzana,brak,NaN,NaN,NaN,355000
Wrzosowa,czêstochowski,œl¹skie,50.750732708134,19.1572287894469,1795,miejska,NaN,asfaltowa,brak,NaN,NaN,NaN,139000
Kajkowo,ostródzki,warmiñsko-mazurskie,53.678047,19.984013,1561,miejska,NaN,NaN,NaN,NaN,NaN,NaN,146000
Kraków,Tonie,ma³opolskie,50.0913043764973,19.9186997166373,4700,brak,NaN,NaN,NaN,NaN,NaN,NaN,1400000
Wroc³aw,Krzyki,dolnoœl¹skie,51.07333333,16.99916667,5500,miejska,NaN,asfaltowa,brak,NaN,NaN,NaN,2750000
Oborniki Œl¹skie,trzebnicki,dolnoœl¹skie,51.300762,16.914275,2059,NaN,NaN,NaN,brak,NaN,NaN,NaN,129000
KaŸmierz,szamotulski,wielkopolskie,52.5210659255139,16.5954780424002,1183,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,153790
KaŸmierz,szamotulski,wielkopolskie,52.5210659255139,16.5954780424002,6182,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,300000
Ochojno,krakowski,ma³opolskie,49.952027,19.971785,1200,NaN,NaN,NaN,brak,NaN,NaN,NaN,128000
Jankowice,rybnicki,œl¹skie,50.044321,18.558145,2530,NaN,NaN,asfaltowa,inne,brak,NaN,brak,85000
Górki,brzozowski,podkarpackie,49.650673,22.037004,1627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48810
Pi³a Koœcielecka,chrzanowski,ma³opolskie,50.122573,19.478295,1950,brak,NaN,NaN,NaN,NaN,NaN,NaN,200000
Siechnice,wroc³awski,dolnoœl¹skie,51.033485,17.147517,1970,miejska,NaN,NaN,NaN,NaN,NaN,NaN,571300
Spalona,legnicki,dolnoœl¹skie,51.242813,16.286642,1050,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59000
Spalona,legnicki,dolnoœl¹skie,51.242813,16.286642,2100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119000
NaN,NaN,NaN,NaN,16.286642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,16.286642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mod³a Królewska,koniñski,wielkopolskie,52.155462,18.207116,1153,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,80000
Bia³ystok,Dojlidy Górne,podlaskie,53.09527778,23.20888889,1771,NaN,NaN,NaN,brak,NaN,NaN,NaN,637000
Bia³ystok,Dojlidy Górne,podlaskie,53.09527778,23.20888889,1080,miejska,NaN,NaN,NaN,NaN,NaN,NaN,380000
Podgórzyn,jeleniogórski,dolnoœl¹skie,50.830474,15.685197,1125,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,105000
Siedlêcin,jeleniogórski,dolnoœl¹skie,50.937905,15.692125,3700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,203500
Niedalino,koszaliñski,zachodniopomorskie,54.066512,16.164253,2335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115000
Skawinki,wadowicki,ma³opolskie,49.820587,19.714283,1973,brak,NaN,utwardzana,brak,NaN,NaN,NaN,78920
Warszawa,Opacz Wielka,mazowieckie,52.18166667,20.92222222,1800,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,2700000
Mi³oszyce,o³awski,dolnoœl¹skie,51.0475,17.3097,1335,NaN,NaN,NaN,brak,NaN,NaN,NaN,113475
Osieki,koszaliñski,zachodniopomorskie,54.2820301060807,16.216834335712,1499,NaN,NaN,NaN,NaN,NaN,NaN,brak,299800
Ciasne,bia³ostocki,podlaskie,NaN,NaN,1590,brak,NaN,NaN,brak,NaN,NaN,brak,397000
Rybie,pruszkowski,mazowieckie,NaN,NaN,816,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,435000
Jankowice,rybnicki,œl¹skie,50.0382744090537,18.5764104779312,3624,miejska,NaN,asfaltowa,NaN,NaN,NaN,NaN,165000
¯ywiec,¿ywiecki,œl¹skie,49.688295,19.203815,1004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120480
Kuriany,bia³ostocki,podlaskie,53.086474,23.25772,1558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148010
NaN,NaN,NaN,NaN,23.25772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jaktorów,grodziski,mazowieckie,52.083414,20.54622,20100,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,804000
Podkowa Leœna,grodziski,mazowieckie,52.1199928,20.7265083,2607,NaN,NaN,NaN,brak,NaN,NaN,NaN,620000
Ka³owice,trzebnicki,dolnoœl¹skie,51.335568,17.145384,1011,brak,NaN,NaN,brak,NaN,NaN,brak,40440
Ka³owice,trzebnicki,dolnoœl¹skie,51.335568,17.145384,4398,brak,NaN,NaN,brak,NaN,NaN,brak,175920
Ka³owice,trzebnicki,dolnoœl¹skie,51.335568,17.145384,1050,brak,NaN,NaN,brak,NaN,NaN,brak,42000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,1100,brak,NaN,NaN,brak,NaN,NaN,NaN,250000
Zabrze,Paw³ów,œl¹skie,50.27888889,18.81305556,1407,NaN,NaN,NaN,brak,NaN,NaN,NaN,304000
Wrzosowa,czêstochowski,œl¹skie,50.750732708134,19.1572287894469,1795,miejska,NaN,asfaltowa,brak,NaN,NaN,NaN,139000
Z³oczew,sieradzki,³ódzkie,51.416221,18.606283,1431,brak,NaN,NaN,NaN,NaN,NaN,brak,49000
D¹browa Tarnowska,d¹browski,ma³opolskie,50.174586,20.987534,3300,NaN,NaN,NaN,brak,NaN,NaN,NaN,49000
Radgoszcz,d¹browski,ma³opolskie,50.205421,21.112911,2200,NaN,NaN,NaN,brak,NaN,NaN,NaN,40000
D¹browa Tarnowska,d¹browski,ma³opolskie,50.174586,20.987534,1427,NaN,NaN,NaN,brak,NaN,NaN,NaN,62000
Rad³ów,tarnowski,ma³opolskie,50.08333,20.85,9800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130000
Dêbina,sieradzki,³ódzkie,51.507705,18.769529,1118,NaN,NaN,NaN,brak,NaN,NaN,NaN,35000
Dêbina,sieradzki,³ódzkie,51.507705,18.769529,1800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56000
Borzêcin,brzeski,ma³opolskie,50.076692,20.707814,4449,NaN,NaN,NaN,brak,NaN,NaN,NaN,111225
NaN,NaN,NaN,NaN,20.707814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jaktorów,grodziski,mazowieckie,52.083414,20.54622,20100,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,804000
Podkowa Leœna,grodziski,mazowieckie,52.1199928,20.7265083,2607,NaN,NaN,NaN,brak,NaN,NaN,NaN,620000
Jerzmanowice,krakowski,ma³opolskie,50.202658,19.735771,1800,brak,NaN,NaN,brak,NaN,NaN,NaN,55000
Rzeszów,Budziwój,podkarpackie,49.96694444,21.985,2300,NaN,NaN,NaN,brak,NaN,NaN,NaN,391000
Koby³ka,wo³omiñski,mazowieckie,52.333753,21.206711,1756,NaN,NaN,NaN,brak,NaN,NaN,NaN,509240
Zielona Góra,Przylep,lubuskie,51.96861111,15.44944444,7156,NaN,NaN,NaN,brak,NaN,NaN,NaN,1001840
Bielsko-Bia³a,Aleksandrowice,œl¹skie,49.80694444,19.00166667,1868,miejska,NaN,asfaltowa,NaN,NaN,NaN,NaN,399000
Jastrzêbie,piaseczyñski,mazowieckie,52.066545,21.093155,1161,miejska,NaN,NaN,brak,NaN,NaN,NaN,480000
Toruñ,Kaszczorek,kujawsko-pomorskie,NaN,NaN,2350,NaN,NaN,NaN,brak,NaN,NaN,NaN,750000
Dobra,policki,zachodniopomorskie,53.487561,14.386814,2000,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,420000
¯ary,¿arski,lubuskie,51.6028411811261,15.1686961276798,1651,NaN,NaN,asfaltowa,inne,NaN,NaN,NaN,99060
Grodzisk Mazowiecki,grodziski,mazowieckie,52.104515,20.622524,2000,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,670000
Milanówek,grodziski,mazowieckie,52.1185315,20.6716234,1409,NaN,NaN,NaN,brak,NaN,NaN,NaN,400000
¯elechów,grodziski,mazowieckie,52.0201,20.7305,1240,NaN,NaN,NaN,brak,NaN,NaN,NaN,142600
Kanie,pruszkowski,mazowieckie,52.127794,20.781897,1200,NaN,NaN,NaN,brak,NaN,NaN,NaN,378000
Brwinów,pruszkowski,mazowieckie,52.142598,20.7175048,941,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,289000
Brwinów,pruszkowski,mazowieckie,52.142598,20.7175048,2609,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,530000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,5000,NaN,NaN,NaN,brak,NaN,NaN,NaN,675000
Podkowa Leœna,grodziski,mazowieckie,52.1199928,20.7265083,2609,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,530000
Raduñ,gliwicki,œl¹skie,50.5413857424187,18.600474000876,19730,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,499000
Tarnowskie Góry,tarnogórski,œl¹skie,50.443254,18.858722,1033,NaN,NaN,NaN,brak,NaN,NaN,NaN,154950
Bytom,Miechowice,œl¹skie,50.36194444,18.85388889,459,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,85000
Dzikie,bia³ostocki,podlaskie,53.177982,23.010855,800,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,190000
Bielawa,piaseczyñski,mazowieckie,52.108295,21.131379,793,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,396500
Bielawa,piaseczyñski,mazowieckie,52.108295,21.131379,876,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,440000
Jedlina-Zdrój,wa³brzyski,dolnoœl¹skie,50.719692,16.348087,1400,NaN,NaN,NaN,NaN,w³asne ujêcie/studnia,NaN,brak,49000
Wa³brzych,Poniatów,dolnoœl¹skie,50.79166667,16.3125,1406,miejska,NaN,NaN,brak,NaN,NaN,NaN,120000
Podborze,d¹browski,ma³opolskie,50.212811,20.957594,1300,brak,NaN,NaN,brak,NaN,NaN,NaN,50000
D¹browa Tarnowska,d¹browski,ma³opolskie,50.174586,20.987534,1132,miejska,NaN,NaN,NaN,NaN,NaN,NaN,160000
D¹browa Tarnowska,d¹browski,ma³opolskie,50.174586,20.987534,1280,NaN,NaN,NaN,brak,NaN,NaN,NaN,74200
D¹browa Tarnowska,d¹browski,ma³opolskie,50.174586,20.987534,1729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,243000
Wietrzychowice,tarnowski,ma³opolskie,50.188716,20.768494,1596,brak,NaN,NaN,brak,NaN,NaN,NaN,30400
Oleœnica,d¹browski,ma³opolskie,50.17765,20.947605,1327,brak,NaN,NaN,NaN,NaN,NaN,NaN,30500
Radgoszcz,d¹browski,ma³opolskie,50.205421,21.112911,1560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49900
Sieradza,tarnowski,ma³opolskie,50.134325,20.93207,3800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49800
D¹browa Tarnowska,d¹browski,ma³opolskie,50.174586,20.987534,1500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37500
So³tyków,radomski,mazowieckie,51.348711,21.176186,800,NaN,NaN,utwardzana,NaN,NaN,NaN,NaN,150000
Wsola,radomski,mazowieckie,51.480139,21.128871,1543,NaN,NaN,NaN,brak,NaN,NaN,NaN,119000
Kolonia Lesiów,radomski,mazowieckie,51.477359,21.196021,2000,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,118000
Radom,Kozia Góra,mazowieckie,51.40305556,21.09805556,2178,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,169000
Lublin,Ponikwoda,lubelskie,51.26472222,22.58694444,789,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,260000
Lublin,lubelskie,NaN,51.246181,22.561284,8952,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,775000
D¹brówka Zab³otnia,radomski,mazowieckie,51.313574,21.039951,1116,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,78120
Radom,Pruszaków,mazowieckie,51.36805556,21.0725,2077,NaN,NaN,NaN,siatka,NaN,NaN,NaN,415400
Szczuczarz,wa³ecki,zachodniopomorskie,53.04359,16.049771,1856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150000
Lublin,Bronowice,lubelskie,51.23972222,22.57916667,200,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,180000
Lubin,lubiñski,dolnoœl¹skie,51.39954,16.203685,2700,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,145500
Wacyn,radomski,mazowieckie,51.41456,21.102214,3018,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,170000
Gumniska,dêbicki,podkarpackie,50.001601,21.411831,1000,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,75000
Warszawa,Bia³o³êka,mazowieckie,52.2996781500984,21.0284447223447,2400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2400000
Krupniki,bia³ostocki,podlaskie,53.130927,23.057029,3200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360000
Radom,D³ugojów,mazowieckie,51.3813628244751,21.1926966015153,1469,brak,NaN,utwardzana,brak,NaN,NaN,NaN,198000
D¹brówki,bia³ostocki,podlaskie,53.211992,23.248872,860,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77000
Wiœlinka,gdañski,pomorskie,54.321302,18.821794,1362,NaN,NaN,NaN,brak,NaN,NaN,NaN,163440
Baranów,grodziski,mazowieckie,52.12343,20.474942,3001,brak,NaN,NaN,brak,NaN,NaN,brak,126042
Klepacze,bia³ostocki,podlaskie,53.107844,23.07637,984,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,150000
Ciszyca,piaseczyñski,mazowieckie,52.106282,21.180684,1000,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,280000
Bielsko-Bia³a,œl¹skie,NaN,49.821877,19.047007,1684,brak,NaN,asfaltowa,brak,NaN,NaN,NaN,180000
£ady,pruszkowski,mazowieckie,52.125856,20.95808,32100,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,6800000
Szubin,nakielski,kujawsko-pomorskie,53.008697,17.743819,3295,NaN,NaN,NaN,brak,NaN,NaN,NaN,169000
Wrzeœnia,wrzesiñski,wielkopolskie,52.322328,17.56544,4071,brak,NaN,NaN,NaN,NaN,NaN,NaN,810129
Ko³aczkowo,wrzesiñski,wielkopolskie,52.2169638350249,17.6248848143986,800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36000
Niemcz,bydgoski,kujawsko-pomorskie,53.183684,18.035965,885,NaN,NaN,NaN,brak,NaN,NaN,NaN,133000
Katowice,Panewniki,œl¹skie,50.23055556,18.95222222,1879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,686000
Konstantynów £ódzki,pabianicki,³ódzkie,51.746437,19.326741,20000,brak,NaN,NaN,NaN,NaN,NaN,NaN,3000000
Jaktorów,grodziski,mazowieckie,52.083414,20.54622,1630,miejska,NaN,NaN,NaN,NaN,NaN,NaN,185000
Brzozówka,tarnowski,ma³opolskie,50.060508,21.018773,1300,miejska,NaN,NaN,NaN,NaN,NaN,NaN,143000
Smo³dziñski Las,s³upski,pomorskie,54.690578,17.248873,2400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,192000
Po³chowo,pucki,pomorskie,54.646304,18.377305,873,miejska,NaN,NaN,brak,NaN,NaN,NaN,139000
Sz¹bruk,olsztyñski,warmiñsko-mazurskie,53.723564,20.33698,2705,NaN,NaN,NaN,brak,NaN,NaN,NaN,138000
Góra Kalwaria,piaseczyñski,mazowieckie,51.984377,21.217637,6200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150000
Niepo³omice,wielicki,ma³opolskie,50.029867,20.219201,700,miejska,NaN,NaN,NaN,NaN,NaN,NaN,210000
Konarskie,poznañski,wielkopolskie,52.2260020960008,17.05139468839,432,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,58450
Poznañ,Szczepankowo,wielkopolskie,52.3543507658175,17.0149578683994,1004,miejska,NaN,asfaltowa,brak,NaN,NaN,NaN,356400
Warszawa,Wola,mazowieckie,NaN,NaN,1090,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,4000000
Lêdziny,opolski,opolskie,50.670274,18.029583,985,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,179900
Ozimek,opolski,opolskie,50.677593,18.216074,1306,NaN,NaN,NaN,brak,NaN,NaN,NaN,120000
Dur¹g,ostródzki,warmiñsko-mazurskie,53.614998,20.028528,2265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80000
Ostróda,ostródzki,warmiñsko-mazurskie,53.699996,19.967764,2486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79000
Knybawa,tczewski,pomorskie,54.0672322170642,18.8079734980972,1861,brak,NaN,NaN,NaN,NaN,NaN,NaN,149000
Osiek,starogardzki,pomorskie,53.722206,18.494296,1795,brak,NaN,NaN,brak,NaN,NaN,brak,89000
Makówka,grodziski,mazowieckie,52.053643,20.606472,3350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,260000
Chorzów,œl¹skie,NaN,50.301448,18.952641,565,miejska,NaN,NaN,brak,NaN,NaN,NaN,847500
Miko³ów,miko³owski,œl¹skie,50.168853,18.90575,1914,NaN,NaN,NaN,brak,NaN,NaN,NaN,249000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,1639,miejska,NaN,NaN,brak,NaN,NaN,NaN,327800
Dobrzyniewo Du¿e,bia³ostocki,podlaskie,53.205135,23.016162,1580,NaN,NaN,asfaltowa,brak,NaN,NaN,NaN,205400
Gr¹dy,warszawski zachodni,mazowieckie,52.26048,20.56682,1500,NaN,NaN,utwardzana,brak,NaN,NaN,NaN,200000
£oœ,piaseczyñski,mazowieckie,51.9815,20.9498,1000,NaN,NaN,NaN,brak,NaN,NaN,NaN,100000
Stanica,gliwicki,œl¹skie,50.200514,18.515377,6500,NaN,NaN,asfaltowa,NaN,NaN,NaN,NaN,585000
Choroñ,myszkowski,œl¹skie,50.6823,19.2617,1000,NaN,prostok¹t,polna,NaN,NaN,NaN,NaN,70000
